entbehrungsvoll absparen	9110
Sportmütze	5936
Feldstück im Eigenbesitz	8221
torfartige, kockere Erde	2700
Wange mit Narben	5210
Rederei, Gespräch	7200
nach vorn ziehen	9800
dickbäuchiger Mensch	5123
Soldatenleben	8500
in Schwierigkeiten geraten	9110
große Hornbrille	5932
Schwanz der Kuh	4111
von den herabfallenden Niederschlägen	2200
kleiner Graben zwischen zwei Wiesen; Grenze	8221
mit Bezug auf eine Person oder Sache	1130
sich ständig hin- und herwiegendes Stalltier	4110
mit hohen Tönen anhaltend jammern, klagen	5560
leichtes Frauenkleid für die Heuernte	5934
zum Geschirr für die Arbeit im Weinkeller gehörendes Seil	7470
Pferderasse mit schlankem Körper und dünnen langen Beinen	4112
brummen	5560
klatschen	5520
verbotenes Glücksspiel in der Art des Rouletts	7390
um den Leib geschnallter Geldbeutel	5932
Schaf allg.	4114
Holunderschößling	3210
Neckname (für die Bewohner von IB-Rohrb)	8150
Bewohner von Neustadt	8160
unbekannt	6250
beim Fahren verwendetes Halfter	7403
umschlagen, umfalten	5932
Wasser enthaltend	9230
knusprig backen	7740
von seiner Meinung abbringen	6460
Besuch am Sonntag	6421
die Sagengestalt Riese; außergewöhnlich großer Mann	5141
nach vorn	9500
Backarbeit	7780
Profitgier	6520
Feigling, zaghafter schüchterner Mensch	6110
jenesmal, damals zu jener Zeit	9600
das Schneiden der Reben im Frühjahr	7470
eisernes Schutzgitter außen vor dem Fenster	7720
lässig dahingehen	5530
Salzbrühe im Heringsfaß	5910
große Feder im Vogelflügel	4200
Schmiedewerkstatt des Bannschmiedes	7530
von hier, aus diesem Ort	9500
dunkel (vom Fell der Kuh)	4111
von einem Mädchen, das noch nicht verlobt ist	7321
viele Würste	7565
als Ausdruck der Verwunderung	1230
beraten	6450
Reifen am Boden der zinkenen Brenke	7530
alljährlich in Landau begangenes Blumenfest	7310
Gemeindeförster	7550
geknotetes Taschentuch (im Spiel)	7360
Schimpfwort auf einen schlauen Menschen	6111
die beim Abladen des Getreides vom Wagen herabfallenden Körner	7440
Bein einer Spinne	4700
durch leichtes, streichelndes Berühren einen Juckreiz hervorrufen	5520
gereizter, böser, falscher Mensch	6112
dünn wie Fließpapier	9212
Glockengeläut am Abend	5420
monatliche Tanzmusik, abwechselnd in verschiedenen Lokalen	8730
den Klicker mit dem Finger schnellen	7370
diebischer Mensch	8320
kaufen, erwerben	7600
Schlamm, Morast	2700
überall bekannt	6250
Zwiebelstengel, Zwiebel, Schalottenzwiebel	3400
Kaliumtetraoxalat (das früher aus Sauerklee gewonnen wurde)	9230
steinerner oder hölzerner Trog (als Viehtränke)	7450
triefen (vom Auge)	5700
ungestört, unbehelligt	6430
Öse für den Schnürsenkel am Schnürschuh	5937
glatthaariger Hund	4700
hintere Klappe aus Stoff an der Knabenhose	5933
wütend sein, Groll hegen	6320
unruhig sitzen, hin und her rutschen	5550
Handwerksmeister mit wenig Hilfskräften	7500
Baumstumpf	3100
unverschämter, grober Mensch	6116
begattungswillig	5350
blaugeschlagenes Auge	5521
ambulanter Kümmelhändler	7600
Steckzwiebel	3400
herumrennen	5533
Grenzstein (auch als Flurname belegt)	8221
oberer Bestandteil des Butterfasses	7455
mühsam und hörbar atmen (vom Rindvieh)	4111
schlagend berühren	5450
Pflänzchen, die aus Samen entstanden sind	7401
hiesig	8100
mit den Fingerknöcheln an den Kopf schlagen	5521
auffallend	5400
der mit Bretterboden und Seitenbrettern versehene Wagen	7403
ein Mensch, der gerne liebkost und schmust	6332
Dünger mit dem Grubber in den Boden bringen	7402
durchtriebener Mensch; Spitzbube	6112
verwahrloster Mensch	6114
Saft der beschnittenen Rebe	7470
Holz, Laub, Steine von den Wiesen ablesen und die Maulwurshaufen beseitigen	7450
die Mühlsteine mit der Bille riefen (schärfen)	7580
gleichzeitig fein regnen und schneien	2200
Gitterstab	7530
Komposthaufen, Kehrichthaufen	9220
Viehfutter aus gepreßtem Sesam	7450
kurzer, rundgeschnittener Bart am Kinn	5940
Sojabohne	3400
Hose	5932
Seil zum Niederziehen des Wiesbaumes	7403
Schallwort für die Nachahmung hoher Glockentöne	1220
von einem verlausten Kopf	5940
abgehärteter, wetterunempfindl. Mensch, bes. Junge; Draufgänger	5120
in einem fort kichernd lachen	5560
der Vogel Fringilla montifringilla	4210
wilde Kirsche (Prunus avium)	3110
FlN in KU-Glmünchw	8140
lieblich, schön	5210
Seebinse	3600
ein an Butzeln reiches Jahr	9600
Andruckfläche für die Schneide der Lederstanzmaschine	7540
nach Eßbarem verlangend	5910
steifes, struppiges Haar des Menschen	5210
Strohwisch	7450
die Hafersorte Avena nuda	3330
aufreizende Neckerei, Uzerei	7220
eine Art Eidechse, Salamander, Molch?	4400
die Haut abziehen	7565
etwas als unvermeidlich hinnehmen	6260
ein Kinderspiel mit dem Bindfaden	7360
im rechten Winkel zueinander stehend	9220
durch Augenblinzeln ein Zeichen geben	5510
existieren, vorhanden sein, anwesend sein	9100
annähen	7545
heimlich verkaufen, vertauschen, verhandeln	7600
abgewinnen	6430
FlN (Gewanne an einer noch bestehenden oder ehemeligen Lehmgrube	8140
hinüberfahren	7820
Öl, mit dem die Brote bestrichen wurden	7560
Mensch mit dünnem Aussehen, hagerem Gesicht	5124
Hundehütte	4030
Kellerassel	4700
Gliederpuppe	7360
an einen Baumstamm anbinden	5520
Spiel der Kinder mit Ostereiern	7360
wer in der Kohlengrube Kohle bricht	7525
sich (trotz guter Pflege) im Wachstum schlecht entwickelnbes. von Pflanzen	3020
Wäsche mit Stärke steifen	7770
roh bearbeiten, zurichten, für die Endbearbeitung vorbereiten	7500
Verwirrung, Durcheinander anrichten, Zerwürfnis hervorrufen	9320
Bügel an der Sense, der in den Sensenwurf eingreift	7402
ungleich geschnittene Haare	5940
einpacken	9315
Heiz-, Stubenofen	7750
Holzgerüst, auf dem der Pflug befördert wird	7404
nasse Stelle einer Wiese	2600
Stelle, wo sich vier Herrschaftsgebiete berühren	8160
sehr lang (von der Körpergröße)	5210
Kuchen zum Taufschmaus	5911
Besitzer eines bäuerlichen Anwesens	7400
Sparbuch	7600
Schallwort, das Bellen des Hundes nachahmend	1220
mit Farbe überstreichen	7590
zu einer Rolle formen, sich kugeln	9220
schmutzige, nachlässige weibliche Person	6134
militärischer Gruß	8500
Hüpfmaus	4120
langsam und in kleinen Mengen essen (trinken)	5910
schwarzbraune Rückstände beim Zerlassen der Butter	5910
Teig, der am Abend vor dem Backen angesetzt wird	7560
abschwatzen	5360
Nagel, der durch den Schemel des Wagens geht	7403
was in eine hohle Hand hineingeht	9350
die Glockenblume (Campanula rotundifolia)	3500
schmutzige, liederliche weibliche Person (auch derbes Schimpfwort)	6134
begatten, vom Geflügel und von Vögeln	4200
Obstbaumzuchtanlage	7480
Honig von Waldblüten	7460
bleiches Gesicht	5210
Därme für die Griebenwurst	7565
bildliches Abzeichen, Wappenschild	7595
eine Flüssigkeit auf etwas schütten	7740
X-beiniger Mensch	5120
aus dem Busch kommende böse Wesen	7350
verwandtschaftlich entfernt	7100
kleines Äckerchen	7420
Neckwort für den Spieler, der alles verloren hat	7380
die große süße Bühler Zwetschge	3120
mit Steinen gefüllte Bodensenke	2800
Förster eines Forstbezirks	7550
Mieder	5934
das Klären des Weins	7470
dummer, einfältiger Mensch	6117
Soße aus süßem Kerbel	5911
Grundstück in der Allmende	7420
weibliche Person, die über ihre Verhältnisse lebt	6130
Schimpfwort für eine Rothaarige	5160
vollständig, ganz	9400
Tadel, Zurechtweisung	6333
geschwollene Wange, bes. infolge von Zahnentzündung	5700
verspotten	7220
der Lehrer	8400
krumm in die Höhe gestellter Schwanz der Kuh	4111
schlampiges Weib	6134
Decke aus Schnee	2200
Gott	8800
genau erklären, auseinandersetzen	7200
Kammer zur Aufbewahrung von Speisen	7720
das Dach decken	7710
berühren (mit der Hand)	5520
mit Potten behaftet	5700
verraten, anzeigen	8230
kleine spitze Hacke zum Entfernen der Erde um die Rebstöcke	7470
vom Rande her einen Riß bekommen	9130
Gemüse aus Kohlart mit krausen Blättern (Brassica var. acephala)	5911
mit langer Nase	5210
magere männliche Person	5144
Streichholzkopf	7750
knallartig, ungestüm, übereilt	5570
sich abstützen bei Ermüdung (vom Körper)	5500
Gesichtsfleck, an eine verschmutzte Windel erinnernd	5210
sich verzögern	9600
weiße Wurzelausläufer der Quecken	3900
vom Ruf des Truthahns	4240
über etwas befindlich	9500
Grund-zins	8220
Handfeger	7736
Fruchtzapfen nur der Tanne	3110
niedriger schrauben (vom Lampendocht)	7760
der mit weit ausgestreckten Beinen über das Wasser gleitende Wasserläufer	4700
vorauslaufen	5533
eine stattliche Frau	5160
Rechnung, Steuerbescheid	7600
Kirchenältester	8870
Kaffeekanne des Arbeiters	7735
Weinbau betreibende Vorderpfalz	8160
mehr als nötig verbrauchen, bes. vom Nähgarn	7545
wirtschaftlich in die Höhe kommen, etwas erringen, erwerben	7600
zum Besten halten	7220
Jungfrau Maria	8820
bescheiden, scheu, ängstlich	6280
mit Flachs bestellt	7490
Sprosse an der Leiter des Bauernwagens	7403
Herzklopfen	5320
durch Schmieren aufbrauchen	9400
wer seinen Teller nicht leer ißt	5910
im Galopp auf die Seite des Sprechers kommen	4112
in der späteren Jahreszeit geborene Ziege	4115
Weiher im oder beim Dorf	2600
wer oft prügelt	6112
Begleiter eines Fuhrwerks	7403
