Seich-graben	Abflußrinne für Jauche im Stall	7410	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 6, Kennung -, Zeile 258); 2 weitere Kandidat(en) ignoriert
Ell(en)-bogen	männliche Person mit schlechtem Benehmen	6126	
Vogel(s)-wicke	eine Art wilder Wicken	3500	
Zwilling	zwei zur gleichen Zeit von einer Mutter geborene Geschwister	7100	
Hunds-zettel	Attest für den tierärztlich untersuchten Hund	8220	
Kuh-magd, Küh-	Magd, die die Kühe melkt	7455	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 4, Kennung -, Zeile 7675); 2 weitere Kandidat(en) ignoriert
Hammel	abfällige Bez. für einen Menschen mit schlechten Eigenschaften überhaupt	6116	
schmunzeln	stillvergnügt lächeln	6310	
hinein-schleifen	die Saat mit der Egge hineinschleifen	7440	
Tempo	rasches Zeitmaß	9600	
Narren-wetter	schlechtes, wechselhaftes Wetter	2200	
hängeln, henkeln	Arm in Arm gehen	5500	
Hand-walze	kleine Walze des Gärtners	7480	
Tupee	Kopf, Stirn (sch)	5200	
herum-stratzeln, -stratzen	hochmütig umhergehen, spazieren	5530	
dallchen	drücken	9800	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 610); 1 weitere Kandidat(en) ignoriert
herum-laufen	um etwas herum gehen	5530	
Fohlen-stall	Abteil für Fohlen im Pferdestall	7410	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 16026); 1 weitere Kandidat(en) ignoriert
Baum-erde	gute Erde im Garten	2700	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 7706); 1 weitere Kandidat(en) ignoriert
wachsig, wächsig	im Wachsen befindlich	9230	
aus-fahren	mit der Hand weit ausholen	5520	
Schlapp-peter	Feigling	6126	
ab-wischen	durch Wischen entfernen	9311	
stunden-weise	auf eine Stunde bezogen, pro Stunde	9600	
herunter-rennen	rennend herunterstoßen	5550	"eindeutig ueber Volltext ""(RA) rennend herunterstoßen"" (fuehrender Klammerzusatz entfernt)"
ein-nehmen	Alkohol trinken	5925	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 2b, Zeile 8222); 1 weitere Kandidat(en) ignoriert
ab-schnippeln	in kleinen Stücken ruckartig abschneiden	9311	
Gänse-, Gans-grete	Gänsehirtin	7450	
Gerichts-buch	Protokollbuch über die Gerichtsverhandlungen	8300	
jetz(t), itz(t), jetzund	als Einleitung zu einer Feststellung im Gespräch	1140	
Knall-peitsche	Peitsche mit dünner Hanfschnur am Ende, die den Knall erzeugt	7403	
Ge-knöchs	Kleinfleisch mit viel Knochen	7565	
Spaniol, Spanioler	Spanier	8160	
Arsch-loch	Afteröffnung bei Mensch und Tier	5200	
Dick-häuter	wer nicht empfindlich ist, von nichts berührt wird	6110	
Frucht-tuch	großes Tuch aus Hanfleinen, das man bei Regen über den Erntewagen deckte	7403	
statt-haftig	ausgestattet	9315	
Seiten-haken	seitlicher Haken am Zugscheit zum Einhängen der Zugstränge	7403	
Recht	Stellen, Plätze	9500	"eindeutig ueber Volltext ""(Verb.) Stellen, Plätze"" (fuehrender Klammerzusatz entfernt)"
Deckel-hut	flacher Hut	5936	
herunter-hunzen	durch Überanstrengung schwächen	7450	
Peter, Petrus	altes Kleidungsstück	5932	
Gauls-, Gäuls-kopf	Wasserspinne	4700	
Zimt-apfel	eine Apfelsorte, deren Geschmack an Zimt erinnert	3120	
Wingert(s)-gras	Wingertsdarm	3500	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 6, Kennung -, Zeile 13404); 1 weitere Kandidat(en) ignoriert
Eckelenbasch	Hausrat, Ausstattung, Erbe, Vermögen, Plunder	7730	
fuhr-werken	schwer arbeiten	5540	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 1b, Zeile 17986); 3 weitere Kandidat(en) ignoriert
Winter-kirche	Name einer kleinen Kirche auf dem Winterberg in PS-Erfw	8140	
Gauch-heil	die Pflanze Anagallis arv.	3500	
Waldmeister-gras	Ruchgras (Anthoxanthum odoratum)	3500	
Schul-tafel	Schiefertafel	8400	
Dach-giebel	senkrechter Seitenabschluß am Dach	7710	
Früh-licht	das erste Tageslicht	2100	
Traljen-zaun	Zaun mit spitz auslaufenden Eisenstäben	7530	
Taxierung	Gebühren für Amtshandlungen	8220	
placken	gefleckt (vom Vieh)	4111	
toppen	mit Kieselsteinen spielen	7360	
Darm-verschlenkung	Darmverschlingung bei Pferden	4112	
Erdöl-faß	Petroleumfaß	7500	
Back-holz	lange Holzscheite zum Heizen des Backofens	7560	
Hemder-brust	Brustteil des Männerhemdes	5933	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 9664); 1 weitere Kandidat(en) ignoriert
Bast-sack	mit Maisbast gefüllter Sack (als Unterlage im Bett)	7730	
Schnaps-produkt	ein im Schnapsrausch gezeugtes Kind	5350	
Salon	Arbeitsraum des Friseurs	7500	
tupfchen	mit dem Finger anstoßen, berühren	5520	
Heck(en)-wald	Niederwald, junger Laubholzwald	3110	
Instrument	Geschäft	7600	
Winter-gasse	Name einer Gasse	8140	
See-reise	Reise über das Meer	7850	
Salat-schnecke	Mädchen, das abends herumstreicht	6136	
Ansteck-kran	großer Hahn am Faß	5920	
Windel	Tuch zum Aufnehmen von Urin und Stuhl des Säuglings	5830	
flegmatisch	ohne Mut	6405	
Funk	leichtsinniger junger Mann	6127	
Rosen-geruch	Rosenduft	5430	
Bocks-bart	Spitzbärtchen des Mannes	5940	
Schweine-rippchen	Gericht aus dem eingesalzenen und gekochten Rippenstück des Schweins	5911	
Geld-macher	wer auf großen Gewinn aus ist	6110	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 2141); 1 weitere Kandidat(en) ignoriert
Magd	eine alte Jungfrau	5165	"eindeutig ueber Volltext ""(W) eine alte Jungfrau"" (fuehrender Klammerzusatz entfernt)"
sprungs	schnell	6430	
Über-schwenke	Überschwemmung, Überfluß	2600	
durch-schleichen	heimlich durchgehen	5530	
ver-filzen	filzig werden	9230	
Maria-Bettstroh	Frauenflachs (Linaria vulgaris)	3500	
hinunter-laufen	hinabrinnen	9800	
Maurer(s)-kotelett	Limburger Käse	7455	"eindeutig ueber Volltext ""(sch) Limburger Käse"" (fuehrender Klammerzusatz entfernt)"
Schnaken-bein	bein einer Stubenfliege	4700	
Stopfen	ein kleiner Mensch, kleiner Junge	5122	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 6, Kennung 5a, Zeile 5833); 3 weitere Kandidat(en) ignoriert
über-schwappen, -schwappchen	über den Rand schwappen (von Flüssigkeiten)	9230	
ein-ölen	mit Öl einreiben	9315	
Hand	Arbeitskraft	7500	"eindeutig ueber Volltext ""(SprW) Arbeitskraft"" (fuehrender Klammerzusatz entfernt)"
ver-schießen	durch Schießen als Kampfpreis gewinnen lassen	7300	
Diäten	Tagegelder	7620	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 2576); 1 weitere Kandidat(en) ignoriert
Frucht-fuhre	mit Getreide beladener Wagen	7403	
Paters-bach	Ort im Kr. Kusel	8130	
Bengel	derber Knüppel, Prügel	7520	
himmels-wahr	ohne jeden Zweifel wahr	6530	
Wolfs-magen	gefräßiger Magen	5340	
Bach-bläff	der in den Bach Bläffende (Scheißende)	5120	
Ge-bild	Leinen mit eingewobenen Figuren; feines Tischzeug mit Figuren	5931	
Wunder	Neckname für die Bewohner von KU-Eschau	8150	
Schaß	Gehrock, Frack	5933	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 5, Kennung -, Zeile 9783); 2 weitere Kandidat(en) ignoriert
schlagen	laut hinauslachen	5560	"eindeutig ueber Volltext ""(Verb.) laut hinauslachen"" (fuehrender Klammerzusatz entfernt)"
not-folglich	notwendigerweise	5900	
Schwätz-verwandte	Bekannte, die gerne ein Schwätzchen halten	7010	
Ringler	Steinhauer, der viel schafft	7525	"eindeutig ueber Volltext ""(fachspr) Steinhauer, der viel schafft"" (fuehrender Klammerzusatz entfernt)"
an-reizen	aufreizen	6333	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 3017); 1 weitere Kandidat(en) ignoriert
Groß-tromme	große Trommel	8730	
Knorren, Knarren, Knurren	alter Rebstock; abgestorbenes, dürres Holz am Weinstock	7470	
Schnärr-büchse	Blasrohr (Kinderspielzeug)	7360	
Pläne-futte	wer dumme Pläne ersinnt	6117	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 10781); 3 weitere Kandidat(en) ignoriert
Rühr-bickel	Gerät zum Auflockern des Bodens im Weinberg	7402	
sprauzeln	ein wenig spreizen, sträuben, aufrichten	9230	
graunzig	verdrießlich, mürrisch	6320	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung x, Zeile 5215); 1 weitere Kandidat(en) ignoriert
Rot-apfel	eine rote Apfelsorte	3120	
Schobel	Kamm des Huhnes, des Hahns	4240	
Brief	Zauberbrief	8810	
Feuer-holz	leicht erregbare Person	6110	
Rumpel-di-boschur	Sieh mal an! (Ausruf der Überrraschung, des Erstaunens)	1230	
Joch-holz	Bindeholz am Heuwagen	7403	
Erbes	Erbsen, Erbsengemüse, Erbsensuppe	5911	
wutzeln	sich oder etwas beschmutzen, Getränke oder Essen verschlabbern	9320	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 6, Kennung 1, Zeile 14674); 1 weitere Kandidat(en) ignoriert
leitseln	Tiere herbeilocken	7451	
Wend-ring	Hebelstange mit Haken zum Drehen der gefällten Stämme	7550	
Schreib-tisch	Möbelstück mit großer Schreibplatte	7730	
um-pflügen	mit dem Pflug wenden	7430	
Pilse	Schlehenpflaume (Prunus insititia)	3120	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 10259); 1 weitere Kandidat(en) ignoriert
be-güten	mit Grund und Boden ausstatten	8330	
Wert	geistige Bedeutung, Gehalt; Sinn, Zweck	9700	
Narren-zipfel	närrischer Mensch	6117	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 5, Kennung -, Zeile 768); 3 weitere Kandidat(en) ignoriert
tüllen	aus Tüll	5931	
Viertel-stück	Weinmaß (300 l)	7470	
Dämmers-zeit	Dämmerung	2100	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 674); 3 weitere Kandidat(en) ignoriert
Stuben-hitzer	Heizer	7750	
opfern	in der Kirche ein Opfer darbringen, Geld spenden	8840	
gerade-hinauf	senkrecht	9500	
um-legen	sich hin-, schlafen legen	5600	
Steinschloß-flinte	Gewehr mit Feuerstein als Funkengeber	8500	
an-laufen	anschwellen	5700	
pelzen	tüchtig essen	5910	MEHRDEUTIG (13 Treffer) - erster Treffer gewaehlt (Band 1, Kennung '1.2b, Zeile 8299); 12 weitere Kandidat(en) ignoriert
kennen	Interesse haben für	6332	
baden	waten	5530	
seelen-ruhig	sehr ruhig, äußerst gelassen	5500	
Kneisel	Spitzname eines Mannes in KU-Kreimb Kaulb	7110	
Welschkorn-jahr	Jahresmaisernte	7440	
ver-hexen	durch Zauberei verwandeln (vom Menschen)	8810	
Spar-herd	freistehender eiserner Herd	7740	
ge-lieben	angenehm sein, gefallen, belieben	6332	
Rille	Strieme, Blutstreifen	5700	
Hamster-fahrt	Fahrt aufs Land, um sich mit Lebensmitteln einzudecken	5910	
doppelt-gemoppelt	zweimal dasselbe gemacht	9400	
Maul-tasche	ein Gebäck	7560	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung 1, Zeile 13187); 1 weitere Kandidat(en) ignoriert
spitz-maulig, -mäulig	mit spitzer Mundpartie ausgestattet	5210	
ein-schlagen	Gemüse vor dem Winter mit einer Erdschicht bedecken	3400	
Schwelle	Fettwulst am Körper	5210	
aus-führen	hinausbegleiten	5532	
Herbst-schurz	bei der Weinlese getragene Schürze	7470	
über-holen	warten, ausbessern, renovieren	7500	
Ding	männliche Person	5130	
Schneider-geiß	Neckname für einen hageren Menschen	8150	
Schina (China)	Land in Fernost	8160	
Spatzen-vieh	(lästiger) Sperling, Gesamtheit der Sperlinge	4210	"eindeutig ueber Volltext ""(meist abschätzig) (lästiger) Sperling, Gesamtheit der Sperlinge"" (fuehrender Klammerzusatz entfernt)"
Megro	ein Hundename	4117	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 4, Kennung -, Zeile 13471); 3 weitere Kandidat(en) ignoriert
Lett(en)-ader	Lettenschicht im Boden	2700	
Herbst-rübe	Weißrübe (Brassica rapa var. esculenta)	3400	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 10246); 2 weitere Kandidat(en) ignoriert
Stecken	der Stengel der Sonnenblume	3800	
Gär	Gärgeschmack	5440	
väterlich	vom Vater hinterlassen (bes. von Erbschaften)	8300	
Mords-kleid	prächtiges aufsehenerregendes Kleid	5934	
Magen	der Magen der Haustiere, insbes. des Schlachtviehs	7565	
Birken-schwamm	Birkenpilz	3500	
Schiff	großes Wasserfahrzeug	7820	
auf-tauchen	wieder zum Vorschein kommen	9800	
auf-sagen	den Dienst aufkündigen	8300	
Fabrik-luft	Luft, die von einer Fabrik herüberweht	2300	
Samen-kukumer	Gurke, die man zur Zucht von Samen ausreifen läßt	7480	
Madonnen-gesichtel	besonders schönes Gesicht	5210	
eher, eh(en)der	bevor	9600	
Gesellschafts-zwiebel	Schalotte (deren Knolle aus mehreren kleinen Zwiebeln besteht)	3400	
Wald-tag	bestimmter Tag, an dem im Wald Holz gelesen werden darf	7550	
stochern	mit einem spitzen Gegenstand in etwas herumbohren	5520	
ab-pfählen	mit Pfählen abstecken	7420	
Tag	ein paar Tage u. ähnl.	9600	
Ruts-weiler	Ort an der Lauter im Kr. KU	8130	
Krubbel-kopf	Kopf mit ungeordnetem Haar	5940	
zusammen-wolfen	Besitztümer zusammenraffen	8330	
Ober-stube, -stübchen	Kopf, Hirn	5200	
Kanaler	Bewohner des Dorfteils am Kanal	8160	
Präsident	Vorsitzer in der Gemeinschaft der Kirbeburschen	7311	
pütscheln	Kranz winden	5520	
Apfel-, Äpfel-bumpes	Apfelwein	5920	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 3557); 3 weitere Kandidat(en) ignoriert
Schleim	schlüpfrige, zähe Masse, als Körperausscheidung, Auswurf	5340	
ge-rauen	sich heftige Vorwürfe machen	6520	
Koralle	Koralle als Schmuck	5938	
schaf(s)-wollen	aus Schafwolle	7545	
greinern	weinen, klagen	5560	
Städter-furz	Redensweise eines Menschen aus der Stadt, Sprüche	7210	
Mohn-öl	Öl aus Mohnsamen	5910	
ver-geben	verzeihen	6332	
Müßig-keit	Müßiggang	6520	
Opfer	schmerzlicher Verzicht, unter schmerzlichem Verzicht erbrachte Leistung	6450	
Faulbrunner-delle	Tal bei einem Faulbrunnen	2800	
Leiter	Vorrichtung zum Verladen von Fässern	7800	
todsterbens-übel	sterbensübel	5700	
Brand-sohle	Innensohle in Schuhen, aus geringerem Leder	7540	
Lilax	Eckensteher, Tagedieb, Strolch	6124	
ein-drücken	etwas in einen Behälter hineindrücken	5520	
Tuffstein-wand	mit Tuffstein gemauerte Wand	7510	
herum-latschen	lässig umhergehen	5530	
Schneeberger-hof	Wüstung, später Hof bei RO-Gerb	8130	
ent-scheiden	eine amtliche Entscheidung treffen	8210	
grappschen, grappsen, grappchen	rasch zusammenraffen	5520	
scherbeln	unsicher, jedoch hastig gehen (von einem Betrunkenen)	5533	
Kribbes-krabbes	zerstrittenes Verhältnis	6333	
Schnitzel-mann	wer Holz bearbeitet	7520	"eindeutig ueber Volltext ""(KR) wer Holz bearbeitet"" (fuehrender Klammerzusatz entfernt)"
Hub-holz	zur Hube gehörender Wald	3110	
Platte	Grammophonplatte	8700	
Kopf-verbrechen(s)	Kopfzerbrechen	6250	
Hunds-zunge	breitblätteriger Wegerich (Plantago maior)	3500	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung 2b, Zeile 15663); 1 weitere Kandidat(en) ignoriert
Tier-garten	Gehege für Hirsche und Rehe	7550	
Karfreitags-kläpper	geschwätzige Person	6135	
Stumpen-wasser	Wasser, das sich in einem Baumstumpf gesammelt hat	2200	
West-luft	Wind aus westlicher Richtung	2300	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 6, Kennung -, Zeile 12541); 1 weitere Kandidat(en) ignoriert
all-möglich	mächtig groß	9210	
Dreier	die Schulnote 3	8400	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 1b, Zeile 4957); 1 weitere Kandidat(en) ignoriert
Loh-holz	Holz, von dem die Lohrinde abgeschält wurde	7550	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung -, Zeile 11050); 1 weitere Kandidat(en) ignoriert
an-gehen	beginnen	9313	MEHRDEUTIG (6 Treffer) - erster Treffer gewaehlt (Band 1, Kennung I2, Zeile 2607); 5 weitere Kandidat(en) ignoriert
Ball	Tanzfest	8740	
Patsch-base	Frau, die viel und Schlechtes über andere redet	6135	
denken	gesinnt sein	6260	
zündeln	aus Spielerei Streichhölzer anzünden	9230	
fort-fahren	wegfahren, abreisen	7850	
Stock-franzose	ein typischer, überzeugter Franzose; ein frankophiler Mensch	8160	
Ahnung	Strafe	8300	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung +'2, Zeile 1788); 1 weitere Kandidat(en) ignoriert
Wappen	von einer Verletzung, einem Schlag herrührendes Mal, Narbe	5700	
Laun(en)-fechter	Mensch, der schwer an seine Berufgeschäfte geht	6114	
Extra-gebackenes	etwas Besonderes	9240	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 10258); 1 weitere Kandidat(en) ignoriert
Windel-kind	Kind, das noch Windeln trägt	5830	
hinunter-jagen	rasch trinken	5920	
Dach-tröpfse	der vom Dachrand tropfende Regen	2200	
kollern	massenhaft herunterfallen	3120	
Kart(en)-abend	abendliche Zusammenkunft zum Kartenspiel	7380	
Engel	Kosewort für ein liebes Kind	5830	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 4, Zeile 9194); 1 weitere Kandidat(en) ignoriert
gleich	angemessen, recht	9240	
Würfel-zucker	würfelförmig gepreßter Zucker	5910	
Schabbes-rock	Sabbatanzug der Juden	5933	
über-bauen	nur Part. Perf.: vom Pferd, das hinten höher ist als vorne	4112	
Patsch-schädel	schwachbegabter, unbeholfener Mensch	6117	
ge-rade	aufrecht	5500	
Bummer	dickes Kind	5120	
Maus(e)-zahn	schmale Häkelspitzen	7545	
tropfseln, tröpfseln	vom Tropfen der Nase	5300	
Pappel-arsch	Schwätzer	6111	
Knupper, Knuppert	kleiner, rundköpfiger Schuhnagel	7540	
Ortsarmen-last	finanzielle Belastung einer Gemeinde durch Armenfürsorge	8240	
Rampe	Auffahrt	7810	
Knaus-backen	Wangen mit knotigen Auswüchsen	5210	
über-laufen	über die Ufer treten, über den Rand laufen, überbrodeln (Flüssigk.)	9230	
Vor-stellung	eine Vorstellung von etwas	6240	
Kissen	Kissen als Auflage auf den Stuhl, die Bank	7730	
pfropfen	Obstbäume veredeln	7480	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 9830); 3 weitere Kandidat(en) ignoriert
Spanier	eine (schwarze) Hühnerrasse	4240	
Dreck-fisch	eine Fischart	4310	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 4643); 2 weitere Kandidat(en) ignoriert
Apfel-speise	Apfelbrei mit verschiedenen Zutaten	5911	
glucksig	verliebt, heiratslustig	6332	
Kommiß-bäcker	Garnisonsbäcker	7560	
über-hupfen, -huppsen	über etwas hüpfen	5550	
ab-fangen	auflauernd festnehmen	8230	
Bett	Teile der Bettausrüstung	7730	
tupfen	mit Tupfen versehen	9220	
ab-fechten	in einer Straße bettelnd von Haus zu Haus gehen	6410	
Zieh-bube	zum Militärdienst gezogener junger Mann	8500	
Märchens-dings	Lügengeschichten	7210	
klaffen	klopfen	5520	
Gauls-, Gäuls-kuß	heftiges Kneifen in den (Oberarm)	5520	
Kuh-geschirr, Küh-	Geschirr der Fahrkuh	7403	
Bad	Heilbad	8120	
tatterig	weich, morsch (vom Obst)	3120	
Wirre, Wirren, Wirres	Durcheinander, Filz (vom Haar)	5940	
Blume	Eisblumen	2200	
Schnecke, Schneck	Schleimpfropf im Hals, Auswurf	5340	
Mutter-boden	humusdurchsetzte, fruchtbare Erde	2700	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung -, Zeile 15921); 1 weitere Kandidat(en) ignoriert
ver-genörgeln	zerknittern	9800	
ab-witschen	entwischen	5532	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 1, Kennung x2, Zeile 1438); 2 weitere Kandidat(en) ignoriert
Gläner	Lanzenreiter	8500	
Auto-fahrer	der Autolenker	7800	
hoch-stämmig	mit hohen Bäumen	3100	
Plump-sack	plumper, schwerfälliger Mensch, dickes Kind	5120	
herunter-holen	mit heftiger Bewegung (her)abreißen	9311	
Funzel	von der Taschenlampe	7760	"eindeutig ueber Volltext ""(sch) von der Taschenlampe"" (fuehrender Klammerzusatz entfernt)"
ab-machen	im Sterben liegen	5870	
Schnippelchens-bohnen	Speise aus geschnittenen Bohnen	5911	
Rolle	ineinander gerolltes und als Knoten befestigtes Haar	5940	
Bollen	Schwarzkümmel (Nigalla damascena)	3700	
Ehre	äußeres Ansehen, Wertschätzung durch andere Menschen	6520	
Pfeiler	schmales Mauerstück zwischen zwei Fenstern	7720	
See-aal	eine vorwiegend im Meer lebende Aalart	4320	
Stern-miere	Vogelmiere (Stellaria media oder holostea)	3500	
lotter	nicht fest, locker, lose (von Gegenständen)	9311	
Griebs, Griebsel	Nacken, Genick, Kragen	5200	
Schnee-schanze	vom Wind zusammengewehter Schnee	2200	
Grappscher, Grappser, Grappscherin	wer ungestüm zulangt, eilig zusammenrafft und wegnimmt	6116	
Stall-reff	Futterleiter über der Krippe im Stall	7402	
arg	schlimm	9240	
lahm	steif, in der Bewegungsfähigkeit eingeschränkt	5230	
kliefen	dem abgeteilten und abgewogenen Teigstück die Brötchenform geben	7560	
Fuchs-höhle	Fuchsbau	4030	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 17862); 1 weitere Kandidat(en) ignoriert
fahr-bändig	an das Fahren (Ziehen) gewöhnt (von Ochsen)	7403	
Fotell	Lehnstuhl	7730	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 16991); 2 weitere Kandidat(en) ignoriert
oa	Ausruf der Verwunderung	1230	
welk, welch	durch Wassermangel, Alterung schlaff (von Pflanzen)	3020	
auf-rührerisch	aufgerührt, zu Ausschreitungen geneigt	6510	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 1, Kennung 2, Zeile 4615); 2 weitere Kandidat(en) ignoriert
hinein-dachsen	in eine unangenehme Lage kommen	9110	
Schrot-messer	Gerät mit schartiger Schneide	7736	
tapen	täppisch, ungeschickt umhergreifen, -tasten	5520	
Laterne, Lanter	großer weißer Fleck am Kopf des Pferdes	4112	
Pfahl-wicken	Stangenwicken	3500	
Gürtel-joppen	Joppe mit Gürtel	5933	
Schnippeler	wer etwas klein schneidet	9311	
aus-schlenkern	tüchtig schütteln, damit Staub und Fasern wegfliegen	5930	
hüpfig	mannstoll	6405	
auf-recheln	auf die Rechnung schreiben, anrechnen	7600	
Eierkuchen-teig	Teig für Eierpfannkuchen	5911	
Zucker-stern	Zuckergebäck in Sternform	5911	
Grusel	Schauder, Grauen	6320	
Boxer	Faustkämpfer	7340	
er-sitzen	ruhen lassen	9800	"eindeutig ueber Volltext ""(Verb) ruhen lassen"" (fuehrender Klammerzusatz entfernt)"
Bann-herr	Herr des Bannes	8210	
Ge-jänkel	Quälerei	6320	
aus-schaufeln	mit der Schaufel säubern	7500	
ver-kodern	von lang andauernden Sprechversuchen des Kleinkindes	5360	
beuteln	im Spiel die Klicker abgewinnen	7370	
Riesen-kerl	sehr großer und starker Mann	5141	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 5, Kennung -, Zeile 5607); 2 weitere Kandidat(en) ignoriert
Dolen-kopf	Durchlaß im Flußdamm	7900	
Bajes	altes Haus	7710	MEHRDEUTIG (7 Treffer) - erster Treffer gewaehlt (Band 1, Kennung 1, Zeile 6449); 6 weitere Kandidat(en) ignoriert
Quatsch-sack	wer viel und zugleich dummes Zeug redet, Schwätzer	6117	
weibsig	frauenhaft	5150	
Spiegel	glänzender Rockärmel vom darauf abgeputzten Nasenschleim	5940	
Feder-spieß	Spieß, daran Eisen mit langen Federn geschlagen sind	8500	
Tann(en)-baum	Kristbaum	7310	
Schurz(en)-tuch	Schürze	5932	
Keller-ratte	Ratte im Keller, Hausratte	4120	
aufeinander-hocken	dicht beieinander sitzen	9312	
Dörr-horst	Grundstück auf kiesigem Boden	2700	
Erlen-schwanz	Blütenstand der Erle	3110	
Ge-hinsel	das Gewinsel eines Hundes	4117	
Nuckelchen	kurzes Schläfchen, Nickerchen	5600	
äne-mattesig	schwächlich, armselig	9240	
Blatt	Pulverblättchen	7360	
heraus-fahren	plötzlich hervorkommen	9316	
Dritt-gewanne	Name von Feldstücken	8140	
bei-holen	herbeiholen	7800	
Gargel	für den Faßboden vorgesehene Nute im Daugenkopf	7520	
Rätscherei, Ratscherei	Plauderei, Klatsch, Lügengeschichte, üble Nachrede	7210	
Enten-strich	Flug der Wildenten	4230	
Schmier-käse	gefaulter, breiiger Käse; überreifer Handkäse	7455	
Gusche, Gusch	derb Mund	5200	"eindeutig ueber Volltext ""(sch) derb Mund"" (fuehrender Klammerzusatz entfernt)"
halb-wüllen	halb aus Wolle bestehend	5931	
Gaub-loch	Lichtloch im Dachgiebel	7720	
hinauf-machen	nach oben ziehen, drehen, wickeln	5520	
Quentchen	veraltete kleinste Gewichtseinheit	9370	
Experte	Sachverständiger	6250	
Pfarr-fräulein	Haushälterin des katholischen Priesters	7780	
Kuh-hirt, Küh-	Hirt, der die Kühe des Dorfes hütete	7450	
Ge-tapp(s)	plumpes Gehen und Auftreten	5530	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 3400); 1 weitere Kandidat(en) ignoriert
ab-kärmsen	entbehrungsvoll absparen	9110	
Sport(s)-kappe	Sportmütze	5936	
Eigen-stück	Feldstück im Eigenbesitz	8221	
Mulben	torfartige, kockere Erde	2700	
Flick-backen	Wange mit Narben	5210	
Sprecherei	Rederei, Gespräch	7200	
vor-ziehen	nach vorn ziehen	9800	
Fett-panz	dickbäuchiger Mensch	5123	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 14091); 1 weitere Kandidat(en) ignoriert
Militär-leben	Soldatenleben	8500	
Fallitäten	in Schwierigkeiten geraten	9110	"eindeutig ueber Volltext ""(W) in Schwierigkeiten geraten"" (fuehrender Klammerzusatz entfernt)"
Kuh-auge, Küh-	große Hornbrille	5932	
